工号,姓名,刷卡时间,门禁点,部门
30126,蒋磊志,2026-04-02 09:42:44,A座-闸机,技术平台中心/应用研发部
30056,蒋平,2026-03-05 09:30:22,A座-闸机,技术平台中心/应用研发部
030379,陈萍,2026-04-06 10:29:55,A座-闸机,星云科技/用户增长中心/内容运营部
30460,金丽,2026-03-30 10:41:08,A座-闸机,星云科技/用户增长中心/内容运营部
30106,施英,2026-03-26 08:57:53,A座-闸机,星云科技/技术平台中心/数据智能部
030130,张晨悦,2026-03-04 08:41:25,A座-闸机,星云科技/技术平台/数据智能部
30180,尤强,2026-03-26 09:38:27,A座-闸机,星云科技/技术平台中心/数据智能部
030330,魏军超,2026-03-09 09:23:01,A座-闸机,星云科技/商业化中心/销售一部
030071,吕超华,2026-04-16 10:46:22,A座-闸机,星云科技/技术平台中心/应用研发部
30454,姜艳明,2026-03-18 09:55:06,A座-闸机,星云科技/用户增长中心/市场部
30118,冯兰,2026-04-30 09:37:10,A座-闸机,星云科技/技术平台/数据智能部
30181,杨秀,2026-04-13 10:03:10,A座-闸机,星云科技/技术平台中心/应用研发部
30200,陈欣明,2026-04-02 08:44:08,A座-闸机,星云科技/技术平台/基础架构部
030432,孔艳,2026-03-25 08:04:38,A座-闸机,星云科技/用户增长中心/市场部
30236,张红秀,2026-03-27 10:18:08,A座-闸机,星云科技/商业化中心/销售一部
030482,李丽,2026-04-03 09:24:59,A座-闸机,职能线/财务部
030460,金丽,2026-04-01 08:35:54,A座-闸机,星云科技/用户增长中心/内容运营部
30447,许伟曦,2026-04-07 10:26:29,A座-闸机,用户增长/市场部
030503,李娜,2026-04-10 10:31:32,A座-闸机,星云科技/职能线/人力资源部
30437,韩志,2026-04-14 10:40:29,A座-闸机,星云科技/用户增长中心/内容运营部
30241,尤磊秀,2026-03-23 09:22:22,A座-闸机,商业化中心/销售一部
30158,姜华,2026-03-31 09:02:14,A座-闸机,星云科技/技术平台/数据智能部
30168,陶磊,2026-03-19 08:26:29,A座-闸机,星云科技/技术平台中心/基础架构部
30050,金平磊,2026-04-16 09:36:38,A座-闸机,星云科技/技术平台/数据智能部
030322,钱涛,2026-03-11 08:09:40,A座-闸机,商业化中心/销售二部
030434,张红,2026-03-26 08:34:22,A座-闸机,星云科技/用户增长中心/市场部
030240,何华涛,2026-04-01 09:24:18,A座-闸机,商业化中心/销售一部
030170,严超志,2026-03-04 10:10:42,A座-闸机,星云科技/技术平台/基础架构部
30252,陶娟,2026-04-06 08:53:46,A座-闸机,星云科技/商业化中心/商业产品部
30499,吴萍,2026-04-10 10:23:20,A座-闸机,职能线/人力资源部
30343,李欣娜,2026-04-07 09:59:43,A座-闸机,商业化中心/销售二部
30442,陶萍,2026-04-16 10:59:26,A座-闸机,用户增长/市场部
30543,施芳,2026-04-14 08:26:42,A座-闸机,职能线/人力资源部
30362,曹杰敏,2026-03-04 10:25:28,A座-闸机,商业化中心/销售二部
030302,曹悦,2026-04-07 08:58:55,A座-闸机,星云科技/商业化中心/销售二部
30522,华敏秀,2026-03-16 09:58:23,A座-闸机,
30326,尤勇,2026-03-11 08:01:59,A座-闸机,商业化中心/销售一部
030094,施强欣,2026-04-28 09:32:36,A座-闸机,技术平台中心/数据智能部
30445,施天,2026-04-15 10:11:44,A座-闸机,用户增长/市场部
30462,严娜,2026-04-07 08:27:45,A座-闸机,星云科技/职能线/人力资源部
030248,曹华,2026-03-13 09:54:28,A座-闸机,商业化中心/销售一部
30487,朱悦,2026-03-12 08:20:05,A座-闸机,星云科技/职能线/行政法务部
030351,赵天英,2026-04-29 09:07:38,A座-闸机,商业化中心/商业产品部
030077,卫平,2026-03-18 09:04:11,A座-闸机,星云科技/技术平台中心/数据智能部
30370,沈芳丽,2026-04-30 10:09:34,A座-闸机,商业化中心/商业产品部
030151,魏天,2026-04-02 08:06:08,A座-闸机,技术平台中心/数据智能部
030108,吕晨,2026-03-25 08:57:44,A座-闸机,星云科技/技术平台中心/基础架构部
30118,冯兰,2026-03-30 10:43:47,A座-闸机,星云科技/技术平台/数据智能部
30186,蒋华杰,2026-03-27 10:51:13,A座-闸机,星云科技/技术平台/应用研发部
030002,卫静芳,2026-03-20 10:26:00,A座-闸机,星云科技/技术平台中心/数据智能部
030510,韩伟,2026-04-03 10:20:08,A座-闸机,星云科技/职能线/行政法务部
30005,吕磊,2026-03-31 09:54:26,A座-闸机,技术平台中心/基础架构部
030190,吕欣静,2026-03-06 08:45:49,A座-闸机,技术平台中心/应用研发部
30306,华敏芳,2026-03-02 09:13:03,A座-闸机,商业化中心/销售一部
30251,韩平艳,2026-04-29 08:02:18,A座-闸机,商业化中心/销售二部
030077,卫平,2026-04-01 10:35:49,A座-闸机,技术平台中心/数据智能部
030055,钱敏,2026-03-11 10:14:50,A座-闸机,星云科技/技术平台中心/应用研发部
030263,赵兰强,2026-03-06 08:18:36,A座-闸机,商业化中心/销售一部
30358,许娟曦,2026-03-31 08:00:23,A座-闸机,商业化中心/销售二部
30095,金桂,2026-04-08 10:34:25,A座-闸机,星云科技/技术平台中心/应用研发部
30471,孙秀刚,2026-03-12 09:09:16,A座-闸机,职能线/人力资源部
30086,韩浩怡,2026-04-28 10:06:45,A座-闸机,星云科技/技术平台/基础架构部
030100,施娟,2026-03-26 10:00:05,A座-闸机,星云科技/技术平台/数据智能部
030182,陶兰晨,2026-04-30 09:21:49,A座-闸机,技术平台中心/基础架构部
030265,钱秀,2026-03-23 08:33:15,A座-闸机,星云科技/商业化中心/销售二部
30399,姜娜,2026-03-03 08:10:08,A座-闸机,星云科技/用户增长中心/市场部
030245,陈丽艳,2026-04-02 08:01:51,A座-闸机,商业化中心/商业产品部
030137,王华天,2026-04-06 08:44:56,A座-闸机,技术平台中心/数据智能部
30172,陈霞,2026-04-17 09:03:44,A座-闸机,星云科技/技术平台中心/基础架构部
30178,卫霞怡,2026-03-20 08:51:29,A座-闸机,技术平台中心/数据智能部
030432,孔艳,2026-03-04 08:36:15,A座-闸机,星云科技/用户增长中心/市场部
030198,褚杰,2026-04-20 10:22:12,A座-闸机,技术平台中心/数据智能部
030447,许伟曦,2026-03-26 09:09:08,A座-闸机,星云科技/用户增长中心/市场部
030042,韩红军,2026-03-13 09:32:17,A座-闸机,星云科技/技术平台中心/应用研发部
30493,陈志斌,2026-04-29 09:09:26,A座-闸机,星云科技/职能线/行政法务部
30325,钱萍敏,2026-04-24 10:26:29,A座-闸机,星云科技/商业化中心/销售二部
30517,陈秀红,2026-04-02 09:45:42,A座-闸机,职能线/人力资源部
030300,郑娟,2026-03-18 08:18:16,A座-闸机,商业化中心/销售二部
030024,吴军,2026-04-17 10:06:04,A座-闸机,星云科技/技术平台/应用研发部
30518,曹艳芳,2026-03-12 09:42:18,A座-闸机,星云科技/职能线/人力资源部
30128,金浩晨,2026-03-18 08:19:57,A座-闸机,星云科技/技术平台中心/基础架构部
30334,沈洋勇,2026-03-09 09:54:04,A座-闸机,星云科技/商业化中心/销售二部
30285,尤勇丽,2026-03-20 09:27:08,A座-闸机,商业化中心/销售一部
030050,金平磊,2026-03-31 08:39:53,A座-闸机,技术平台中心/数据智能部
30158,姜华,2026-04-20 08:04:36,A座-闸机,星云科技/技术平台中心/数据智能部
030283,许华军,2026-04-24 09:58:49,A座-闸机,星云科技/商业化中心/销售一部
30303,孙宇,2026-04-21 08:36:06,A座-闸机,商业化中心/商业产品部
030334,沈洋勇,2026-03-26 09:45:36,A座-闸机,商业化中心/销售二部
030039,华静华,2026-04-23 08:06:48,A座-闸机,星云科技/技术平台/基础架构部
30332,何欣,2026-04-09 10:04:23,A座-闸机,商业化中心/商业产品部
30081,沈伟,2026-04-20 08:47:36,A座-闸机,星云科技/技术平台/应用研发部
30394,沈伟,2026-04-20 10:17:13,A座-闸机,星云科技/用户增长中心/市场部
30162,何丽伟,2026-03-31 10:02:24,A座-闸机,星云科技/技术平台/应用研发部
30539,华宇,2026-04-21 09:12:53,A座-闸机,用户增长/内容运营部
30069,曹艳,2026-04-10 08:25:41,A座-闸机,星云科技/技术平台中心/应用研发部
30184,褚平,2026-04-10 09:37:52,A座-闸机,星云科技/技术平台/应用研发部
30376,姜娜,2026-04-28 10:51:47,A座-闸机,星云科技/用户增长中心/内容运营部
30422,卫强悦,2026-04-06 10:12:45,A座-闸机,星云科技/用户增长中心/内容运营部
30388,姜伟,2026-04-10 09:42:05,A座-闸机,星云科技/用户增长中心/市场部
030036,严勇杰,2026-04-24 09:17:27,A座-闸机,技术平台中心/基础架构部
030157,陶曦,2026-04-07 08:05:28,A座-闸机,星云科技/技术平台/应用研发部
30455,孙敏,2026-04-17 10:54:46,A座-闸机,用户增长/市场部
30390,朱霞,2026-03-10 10:06:10,A座-闸机,星云科技/用户增长中心/市场部
30143,曹浩娜,2026-03-10 10:54:07,A座-闸机,星云科技/技术平台中心/应用研发部
30409,冯英磊,2026-04-16 10:53:51,A座-闸机,星云科技/用户增长中心/市场部
30203,韩芳,2026-04-01 10:14:55,A座-闸机,技术平台中心/应用研发部
30330,魏军超,2026-03-31 09:40:07,A座-闸机,商业化中心/销售一部
030133,褚华,2026-03-26 09:33:17,A座-闸机,星云科技/技术平台中心/数据智能部
030385,王敏,2026-03-18 08:19:32,A座-闸机,用户增长/市场部
030224,钱欣刚,2026-03-10 09:58:25,A座-闸机,星云科技/商业化中心/销售一部
030185,王秀芳,2026-04-03 08:15:43,A座-闸机,技术平台中心/基础架构部
30107,冯曦静,2026-03-19 10:07:42,A座-闸机,星云科技/技术平台/应用研发部
030041,孙刚,2026-04-29 10:07:17,A座-闸机,星云科技/技术平台中心/数据智能部
30209,陶斌娜,2026-04-29 08:03:59,A座-闸机,星云科技/技术平台中心/应用研发部
30507,周桂,2026-04-27 09:38:17,A座-闸机,星云科技/职能线/人力资源部
30186,蒋华杰,2026-04-16 10:33:42,A座-闸机,技术平台中心/应用研发部
30043,孙娜,2026-04-13 10:07:55,A座-闸机,星云科技/技术平台中心/基础架构部
030441,陈涛,2026-04-29 08:47:12,A座-闸机,用户增长/市场部
030075,施娟伟,2026-04-27 10:44:30,A座-闸机,星云科技/技术平台中心/数据智能部
30237,秦曦,2026-04-21 08:49:25,A座-闸机,星云科技/商业化中心/商业产品部
30333,施平,2026-04-13 10:36:55,A座-闸机,星云科技/商业化中心/商业产品部
030021,魏萍,2026-04-08 10:22:55,A座-闸机,技术平台中心/应用研发部
30476,王洋,2026-03-12 09:08:17,A座-闸机,职能线/人力资源部
030301,华艳伟,2026-04-29 10:02:04,A座-闸机,星云科技/商业化中心/商业产品部
30433,严娟,2026-04-06 09:52:35,A座-闸机,用户增长/市场部
030431,金志秀,2026-03-02 10:50:29,A座-闸机,星云科技/用户增长中心/市场部
30410,钱宇桂,2026-04-13 09:32:05,A座-闸机,用户增长/市场部
30097,魏娜,2026-03-12 10:45:18,A座-闸机,星云科技/技术平台/数据智能部
30509,严芳超,2026-04-22 08:18:36,A座-闸机,职能线/财务部
030173,何兰红,2026-04-20 10:52:58,A座-闸机,星云科技/技术平台/数据智能部
30135,卫明,2026-04-02 09:52:42,A座-闸机,星云科技/技术平台中心/基础架构部
030161,陈超,2026-03-18 09:24:19,A座-闸机,星云科技/技术平台中心/数据智能部
30237,秦曦,2026-03-27 08:31:09,A座-闸机,商业化中心/商业产品部
30202,陈萍杰,2026-03-31 10:41:49,A座-闸机,星云科技/技术平台中心/数据智能部
030124,曹芳,2026-03-17 09:11:18,A座-闸机,技术平台中心/应用研发部
30123,孙英,2026-03-31 09:41:31,A座-闸机,技术平台中心/数据智能部
030349,褚杰,2026-04-24 09:55:00,A座-闸机,星云科技/商业化中心/销售二部
30498,杨娜艳,2026-04-15 08:26:48,A座-闸机,职能线/行政法务部
030393,孙勇军,2026-03-11 09:58:39,A座-闸机,用户增长/内容运营部
030518,曹艳芳,2026-03-26 09:46:08,A座-闸机,职能线/人力资源部
30506,金桂娜,2026-03-06 10:37:58,A座-闸机,星云科技/职能线/财务部
030105,郑明洋,2026-04-13 09:18:42,A座-闸机,星云科技/技术平台中心/应用研发部
30454,姜艳明,2026-04-10 10:34:44,A座-闸机,用户增长/市场部
030445,施天,2026-04-29 09:57:31,A座-闸机,用户增长/市场部
30480,陶敏,2026-04-17 09:30:40,A座-闸机,星云科技/职能线/人力资源部
030366,陈志,2026-03-16 09:23:16,A座-闸机,商业化中心/销售一部
30435,施兰,2026-04-14 10:10:11,A座-闸机,星云科技/用户增长中心/市场部
30382,卫强英,2026-04-03 09:43:32,A座-闸机,星云科技/用户增长中心/内容运营部
030133,褚华,2026-03-24 10:02:47,A座-闸机,星云科技/技术平台/数据智能部
030497,沈红敏,2026-04-17 10:45:41,A座-闸机,职能线/行政法务部
30389,冯曦曦,2026-04-08 10:39:03,A座-闸机,用户增长/市场部
30516,施强,2026-03-26 09:55:35,A座-闸机,职能线/人力资源部
30075,施娟伟,2026-04-09 09:45:51,A座-闸机,星云科技/技术平台中心/数据智能部
30499,吴萍,2026-04-14 10:53:50,A座-闸机,职能线/人力资源部
30257,魏秀,2026-03-16 10:40:59,A座-闸机,星云科技/商业化中心/商业产品部
030281,王悦超,2026-04-13 10:47:34,A座-闸机,星云科技/商业化中心/销售一部
30496,曹斌华,2026-04-06 08:48:41,A座-闸机,职能线/行政法务部
30384,魏强斌,2026-03-13 10:20:57,A座-闸机,星云科技/用户增长中心/市场部
30056,蒋平,2026-04-02 09:35:40,A座-闸机,星云科技/技术平台/应用研发部
30234,施英霞,2026-03-30 08:00:18,A座-闸机,星云科技/商业化中心/商业产品部
030078,华曦,2026-03-18 08:33:37,A座-闸机,技术平台中心/基础架构部
30444,张曦,2026-04-29 10:39:34,A座-闸机,星云科技/用户增长中心/内容运营部
30495,魏磊悦,2026-03-26 10:58:51,A座-闸机,职能线/人力资源部
30463,吴勇强,2026-04-06 09:19:28,A座-闸机,职能线/人力资源部
30492,吴超,2026-04-07 09:15:02,A座-闸机,星云科技/职能线/人力资源部
030179,李红娜,2026-04-08 10:15:55,A座-闸机,星云科技/技术平台/基础架构部
30487,朱悦,2026-03-17 08:42:05,A座-闸机,星云科技/职能线/行政法务部
030319,王芳,2026-04-07 10:02:05,A座-闸机,商业化中心/销售二部
30299,钱丽,2026-04-20 10:36:57,A座-闸机,商业化中心/销售二部
30272,钱华,2026-03-17 08:58:59,A座-闸机,星云科技/商业化中心/销售一部
030202,陈萍杰,2026-03-05 08:01:45,A座-闸机,星云科技/技术平台/数据智能部
30488,姜涛悦,2026-04-23 08:33:11,A座-闸机,星云科技/职能线/行政法务部
30475,施娟洋,2026-04-27 08:22:18,A座-闸机,职能线/财务部
30167,张华秀,2026-03-11 08:09:24,A座-闸机,星云科技/技术平台中心/数据智能部
30466,魏志志,2026-04-16 09:34:10,A座-闸机,星云科技/职能线/行政法务部
30276,周晨,2026-03-10 09:06:19,A座-闸机,星云科技/商业化中心/商业产品部
30136,孔军萍,2026-04-16 10:23:53,A座-闸机,技术平台中心/应用研发部
030297,秦浩,2026-04-16 08:44:41,A座-闸机,商业化中心/商业产品部
30008,金悦,2026-03-06 08:44:31,A座-闸机,星云科技/技术平台中心/数据智能部
30395,韩明涛,2026-03-12 10:53:48,A座-闸机,用户增长/市场部
30260,孙英桂,2026-03-19 09:17:18,A座-闸机,商业化中心/销售一部
30013,尤斌,2026-03-18 09:35:38,A座-闸机,技术平台中心/基础架构部
30181,杨秀,2026-03-13 10:34:13,A座-闸机,星云科技/技术平台中心/应用研发部
30006,尤超军,2026-04-24 10:38:06,A座-闸机,星云科技/技术平台/数据智能部
30477,孙宇,2026-04-08 09:10:35,A座-闸机,职能线/财务部
30338,陈悦勇,2026-03-20 08:38:42,A座-闸机,星云科技/商业化中心/商业产品部
30308,尤娜英,2026-03-11 09:13:45,A座-闸机,商业化中心/销售二部
030074,许艳宇,2026-04-07 09:26:25,A座-闸机,技术平台中心/基础架构部
30375,杨怡强,2026-04-07 10:58:36,A座-闸机,星云科技/用户增长中心/市场部
030201,许悦,2026-04-15 09:12:55,A座-闸机,星云科技/技术平台中心/数据智能部
30328,秦浩志,2026-04-28 10:16:29,A座-闸机,星云科技/商业化中心/销售二部
30035,朱宇,2026-04-21 09:25:07,A座-闸机,技术平台中心/基础架构部
30389,冯曦曦,2026-04-03 10:53:35,A座-闸机,用户增长/市场部
30233,郑桂娜,2026-03-26 08:18:36,A座-闸机,商业化中心/销售二部
030390,朱霞,2026-03-31 08:56:32,A座-闸机,星云科技/用户增长中心/市场部
030349,褚杰,2026-04-22 09:19:33,A座-闸机,星云科技/商业化中心/销售二部
30370,沈芳丽,2026-04-02 08:53:51,A座-闸机,商业化中心/商业产品部
30315,沈天,2026-04-03 10:47:57,A座-闸机,星云科技/商业化中心/销售二部
30463,吴勇强,2026-03-30 10:17:55,A座-闸机,星云科技/职能线/人力资源部
